% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.0562143	2	2	1	0.00333333	7.02728e+12	0
0.0572143	1	1	1	0.00333333	7.02728e+12	0
0.0572143	2	2	1	0.00333333	7.02728e+12	0
0.0582143	1	1	1	0.00333333	7.02728e+12	0
0.0582143	2	2	1	0.00333333	7.02728e+12	0
0.0592143	1	1	1	0.00333333	7.02728e+12	0
0.0592143	2	2	1	0.00333333	7.02728e+12	0
0.0602143	1	1	1	0.00333333	7.02728e+12	0
0.0602143	2	2	1	0.00333333	7.02728e+12	0
0.0612143	1	1	1	0.00333333	7.02728e+12	0
0.0612143	2	2	1	0.00333333	7.02728e+12	0
0.0622143	1	1	1	0.00333333	7.02728e+12	0
0.0622143	2	2	1	0.00333333	7.02728e+12	0
0.0632143	1	1	1	0.00333333	7.02728e+12	0
0.0632143	2	2	1	0.00333333	7.02728e+12	0
0.0642143	1	1	1	0.00333333	7.02728e+12	0
0.0642143	2	2	1	0.00333333	7.02728e+12	0
0.0652143	1	1	1	0.00333333	7.02728e+12	0
0.0652143	2	2	1	0.00333333	7.02728e+12	0
0.0662143	1	1	1	0.00333333	7.02728e+12	0
0.0662143	2	2	1	0.00333333	7.02728e+12	0
0.0672143	1	1	1	0.00333333	7.02728e+12	0
0.0672143	2	2	1	0.00333333	7.02728e+12	0
0.0682143	1	1	1	0.00333333	7.02728e+12	0
0.0682143	2	2	1	0.00333333	7.02728e+12	0
0.0692143	1	1	1	0.00333333	7.02728e+12	0
0.0692143	2	2	1	0.00333333	7.02728e+12	0
0.0702143	1	1	1	0.00333333	7.02728e+12	0
0.0702143	2	2	1	0.00333333	7.02728e+12	0
0.0712143	1	1	1	0.00333333	7.02728e+12	0
0.0712143	2	2	1	0.00333333	7.02728e+12	0
0.0722143	1	1	1	0.00333333	7.02728e+12	0
0.0722143	2	2	1	0.00333333	7.02728e+12	0
0.0732143	1	1	1	0.00333333	7.02728e+12	0
0.0732143	2	2	1	0.00333333	7.02728e+12	0
0.0742143	1	1	1	0.00333333	7.02728e+12	0
0.0742143	2	2	1	0.00333333	7.02728e+12	0
0.0752143	1	1	1	0.00333333	7.02728e+12	0
0.0752143	2	2	1	0.00333333	7.02728e+12	0
0.0762143	1	1	1	0.00333333	7.02728e+12	0
0.0762143	2	2	1	0.00333333	7.02728e+12	0
0.0772143	1	1	1	0.00333333	7.02728e+12	0
0.0772143	2	2	1	0.00333333	7.02728e+12	0
0.0782143	1	1	1	0.00333333	7.02728e+12	0
0.0782143	2	2	1	0.00333333	7.02728e+12	0
0.0792143	1	1	1	0.00333333	7.02728e+12	0
0.0792143	2	2	1	0.00333333	7.02728e+12	0
0.0802143	1	1	1	0.00333333	7.02728e+12	0
0.0802143	2	2	1	0.00333333	7.02728e+12	0
0.0812143	1	1	1	0.00333333	7.02728e+12	0
0.0812143	2	2	1	0.00333333	7.02728e+12	0
0.0822143	1	1	1	0.00333333	7.02728e+12	0
0.0822143	2	2	1	0.00333333	7.02728e+12	0
0.0832143	1	1	1	0.00333333	7.02728e+12	0
0.0832143	2	2	1	0.00333333	7.02728e+12	0
0.0842143	1	1	1	0.00333333	7.02728e+12	0
0.0842143	2	2	1	0.00333333	7.02728e+12	0
0.0852143	1	1	1	0.00333333	7.02728e+12	0
0.0852143	2	2	1	0.00333333	7.02728e+12	0
0.0862143	1	1	1	0.00333333	7.02728e+12	0
0.0862143	2	2	1	0.00333333	7.02728e+12	0
0.0872143	1	1	1	0.00333333	7.02728e+12	0
0.0872143	2	2	1	0.00333333	7.02728e+12	0
0.0882143	1	1	1	0.00333333	7.02728e+12	0
0.0882143	2	2	1	0.00333333	7.02728e+12	0
0.0892143	1	1	1	0.00333333	7.02728e+12	0
0.0892143	2	2	1	0.00333333	7.02728e+12	0
0.0902143	1	1	1	0.00333333	7.02728e+12	0
0.0902143	2	2	1	0.00333333	7.02728e+12	0
0.0912143	1	1	1	0.00333333	7.02728e+12	0
0.0912143	2	2	1	0.00333333	7.02728e+12	0
0.0922143	1	1	1	0.00333333	7.02728e+12	0
0.0922143	2	2	1	0.00333333	7.02728e+12	0
0.0932143	1	1	1	0.00333333	7.02728e+12	0
0.0932143	2	2	1	0.00333333	7.02728e+12	0
0.0942143	1	1	1	0.00333333	7.02728e+12	0
0.0942143	2	2	1	0.00333333	7.02728e+12	0
0.0952143	1	1	1	0.00333333	7.02728e+12	0
0.0952143	2	2	1	0.00333333	7.02728e+12	0
0.0962143	1	1	1	0.00333333	7.02728e+12	0
0.0962143	2	2	1	0.00333333	7.02728e+12	0
0.0972143	1	1	1	0.00333333	7.02728e+12	0
0.0972143	2	2	1	0.00333333	7.02728e+12	0
0.0982143	1	1	1	0.00333333	7.02728e+12	0
0.0982143	2	2	1	0.00333333	7.02728e+12	0
0.0992143	1	1	1	0.00333333	7.02728e+12	0
0.0992143	2	2	1	0.00333333	7.02728e+12	0
0.100214	1	1	1	0.00333333	7.02728e+12	0
0.100214	2	2	1	0.00333333	7.02728e+12	0
0.101214	1	1	1	0.00333333	7.02728e+12	0
0.101214	2	2	1	0.00333333	7.02728e+12	0
0.102214	1	1	1	0.00333333	7.02728e+12	0
0.102214	2	2	1	0.00333333	7.02728e+12	0
0.103214	1	1	1	0.00333333	7.02728e+12	0
0.103214	2	2	1	0.00333333	7.02728e+12	0
0.104214	1	1	1	0.00333333	7.02728e+12	0
0.104214	2	2	1	0.00333333	7.02728e+12	0
0.105214	1	1	1	0.00333333	7.02728e+12	0
0.105214	2	2	1	0.00333333	7.02728e+12	0
0.106214	1	1	1	0.00333333	7.02728e+12	0
0.106214	2	2	1	0.00333333	7.02728e+12	0
0.107214	1	1	1	0.00333333	7.02728e+12	0
0.107214	2	2	1	0.00333333	7.02728e+12	0
0.108214	1	1	1	0.00333333	7.02728e+12	0
0.108214	2	2	1	0.00333333	7.02728e+12	0
0.109214	1	1	1	0.00333333	7.02728e+12	0
0.109214	2	2	1	0.00333333	7.02728e+12	0
0.110214	1	1	1	0.00333333	7.02728e+12	0
0.110214	2	2	1	0.00333333	7.02728e+12	0
0.111214	1	1	1	0.00333333	7.02728e+12	0
0.111214	2	2	1	0.00333333	7.02728e+12	0
0.112214	1	1	1	0.00333333	7.02728e+12	0
0.112214	2	2	1	0.00333333	7.02728e+12	0
0.113214	1	1	1	0.00333333	7.02728e+12	0
0.113214	2	2	1	0.00333333	7.02728e+12	0
0.114214	1	1	1	0.00333333	7.02728e+12	0
0.114214	2	2	1	0.00333333	7.02728e+12	0
0.115214	1	1	1	0.00333333	7.02728e+12	0
0.115214	2	2	1	0.00333333	7.02728e+12	0
0.116214	1	1	1	0.00333333	7.02728e+12	0
0.116214	2	2	1	0.00333333	7.02728e+12	0
0.117214	1	1	1	0.00333333	7.02728e+12	0
0.117214	2	2	1	0.00333333	7.02728e+12	0
0.118214	1	1	1	0.00333333	7.02728e+12	0
0.118214	2	2	1	0.00333333	7.02728e+12	0
0.119214	1	1	1	0.00333333	7.02728e+12	0
0.119214	2	2	1	0.00333333	7.02728e+12	0
0.120214	1	1	1	0.00333333	7.02728e+12	0
0.120214	2	2	1	0.00333333	7.02728e+12	0
0.121214	1	1	1	0.00333333	7.02728e+12	0
0.121214	2	2	1	0.00333333	7.02728e+12	0
0.122214	1	1	1	0.00333333	7.02728e+12	0
0.122214	2	2	1	0.00333333	7.02728e+12	0
0.123214	1	1	1	0.00333333	7.02728e+12	0
0.123214	2	2	1	0.00333333	7.02728e+12	0
0.124214	1	1	1	0.00333333	2.84283e+07	0
0.124214	2	2	1	0.00333333	2.84283e+07	0
0.125214	1	1	1	0.00333333	2.84283e+07	0
0.125214	2	2	1	0.00333333	2.84283e+07	0
0.126214	1	1	1	0.00333333	7.02728e+12	0
0.126214	2	2	1	0.00333333	7.02728e+12	0
0.127214	1	1	1	0.00333333	7.02728e+12	0
0.127214	2	2	1	0.00333333	7.02728e+12	0
0.128214	1	1	1	0.00333333	7.02728e+12	0
0.128214	2	2	1	0.00333333	7.02728e+12	0
0.129214	1	1	1	0.00333333	7.02728e+12	0
0.129214	2	2	1	0.00333333	7.02728e+12	0
0.130214	1	1	1	0.00333333	7.02728e+12	0
0.130214	2	2	1	0.00333333	7.02728e+12	0
0.131214	1	1	1	0.00333333	7.02728e+12	0
0.131214	2	2	1	0.00333333	7.02728e+12	0
0.132214	1	1	1	0.00333333	7.02728e+12	0
0.132214	2	2	1	0.00333333	7.02728e+12	0
0.133214	1	1	1	0.00333333	7.02728e+12	0
0.133214	2	2	1	0.00333333	7.02728e+12	0
0.134214	1	1	1	0.00333333	7.02728e+12	0
0.134214	2	2	1	0.00333333	7.02728e+12	0
0.135214	1	1	1	0.00333333	7.02728e+12	0
0.135214	2	2	1	0.00333333	7.02728e+12	0
0.136214	1	1	1	0.00333333	7.02728e+12	0
0.136214	2	2	1	0.00333333	7.02728e+12	0
0.137214	1	1	1	0.00333333	7.02728e+12	0
0.137214	2	2	1	0.00333333	7.02728e+12	0
0.138214	1	1	1	0.00333333	7.02728e+12	0
0.138214	2	2	1	0.00333333	7.02728e+12	0
0.139214	1	1	1	0.00333333	7.02728e+12	0
0.139214	2	2	1	0.00333333	7.02728e+12	0
0.140214	1	1	1	0.00333333	7.02728e+12	0
0.140214	2	2	1	0.00333333	7.02728e+12	0
0.141214	1	1	1	0.00333333	7.02728e+12	0
0.141214	2	2	1	0.00333333	7.02728e+12	0
0.142214	1	1	1	0.00333333	7.02728e+12	0
0.142214	2	2	1	0.00333333	7.02728e+12	0
0.143214	1	1	1	0.00333333	7.02728e+12	0
0.143214	2	2	1	0.00333333	7.02728e+12	0
0.144214	1	1	1	0.00333333	7.02728e+12	0
0.144214	2	2	1	0.00333333	7.02728e+12	0
0.145214	1	1	1	0.00333333	7.02728e+12	0
0.145214	2	2	1	0.00333333	7.02728e+12	0
0.146214	1	1	1	0.00333333	7.02728e+12	0
0.146214	2	2	1	0.00333333	7.02728e+12	0
0.147214	1	1	1	0.00333333	7.02728e+12	0
0.147214	2	2	1	0.00333333	7.02728e+12	0
0.148214	1	1	1	0.00333333	7.02728e+12	0
0.148214	2	2	1	0.00333333	7.02728e+12	0
0.149214	1	1	1	0.00333333	7.02728e+12	0
0.149214	2	2	1	0.00333333	7.02728e+12	0
0.150214	1	1	1	0.00333333	7.02728e+12	0
0.150214	2	2	1	0.00333333	7.02728e+12	0
0.151214	1	1	1	0.00333333	7.02728e+12	0
0.151214	2	2	1	0.00333333	7.02728e+12	0
0.152214	1	1	1	0.00333333	7.02728e+12	0
0.152214	2	2	1	0.00333333	7.02728e+12	0
0.153214	1	1	1	0.00333333	7.02728e+12	0
0.153214	2	2	1	0.00333333	7.02728e+12	0
0.154214	1	1	1	0.00333333	7.02728e+12	0
0.154214	2	2	1	0.00333333	7.02728e+12	0
0.155214	1	1	1	0.00333333	7.02728e+12	0
0.155214	2	2	1	0.00333333	7.02728e+12	0
0.156214	1	1	1	0.00333333	7.02728e+12	0
0.156214	2	2	1	0.00333333	7.02728e+12	0
0.157214	1	1	1	0.00333333	7.02728e+12	0
0.157214	2	2	1	0.00333333	7.02728e+12	0
0.158214	1	1	1	0.00333333	7.02728e+12	0
0.158214	2	2	1	0.00333333	7.02728e+12	0
0.159214	1	1	1	0.00333333	7.02728e+12	0
0.159214	2	2	1	0.00333333	7.02728e+12	0
0.160214	1	1	1	0.00333333	7.02728e+12	0
0.160214	2	2	1	0.00333333	7.02728e+12	0
0.161214	1	1	1	0.00333333	7.02728e+12	0
0.161214	2	2	1	0.00333333	7.02728e+12	0
0.162214	1	1	1	0.00333333	7.02728e+12	0
0.162214	2	2	1	0.00333333	7.02728e+12	0
0.163214	1	1	1	0.00333333	7.02728e+12	0
0.163214	2	2	1	0.00333333	7.02728e+12	0
0.164214	1	1	1	0.00333333	7.02728e+12	0
0.164214	2	2	1	0.00333333	7.02728e+12	0
0.165214	1	1	1	0.00333333	7.02728e+12	0
0.165214	2	2	1	0.00333333	7.02728e+12	0
0.166214	1	1	1	0.00333333	7.02728e+12	0
0.166214	2	2	1	0.00333333	7.02728e+12	0
0.167214	1	1	1	0.00333333	7.02728e+12	0
0.167214	2	2	1	0.00333333	7.02728e+12	0
0.168214	1	1	1	0.00333333	7.02728e+12	0
0.168214	2	2	1	0.00333333	7.02728e+12	0
0.169214	1	1	1	0.00333333	7.02728e+12	0
0.169214	2	2	1	0.00333333	7.02728e+12	0
0.170214	1	1	1	0.00333333	7.02728e+12	0
0.170214	2	2	1	0.00333333	7.02728e+12	0
0.171214	1	1	1	0.00333333	7.02728e+12	0
0.171214	2	2	1	0.00333333	7.02728e+12	0
0.172214	1	1	1	0.00333333	7.02728e+12	0
0.172214	2	2	1	0.00333333	7.02728e+12	0
0.173214	1	1	1	0.00333333	7.02728e+12	0
0.173214	2	2	1	0.00333333	7.02728e+12	0
0.174214	1	1	1	0.00333333	7.02728e+12	0
0.174214	2	2	1	0.00333333	7.02728e+12	0
0.175214	1	1	1	0.00333333	7.02728e+12	0
0.175214	2	2	1	0.00333333	7.02728e+12	0
0.176214	1	1	1	0.00333333	7.02728e+12	0
0.176214	2	2	1	0.00333333	7.02728e+12	0
0.177214	1	1	1	0.00333333	7.02728e+12	0
0.177214	2	2	1	0.00333333	7.02728e+12	0
0.178214	1	1	1	0.00333333	7.02728e+12	0
0.178214	2	2	1	0.00333333	7.02728e+12	0
0.179214	1	1	1	0.00333333	7.02728e+12	0
0.179214	2	2	1	0.00333333	7.02728e+12	0
0.180214	1	1	1	0.00333333	7.02728e+12	0
0.180214	2	2	1	0.00333333	7.02728e+12	0
0.181214	1	1	1	0.00333333	7.02728e+12	0
0.181214	2	2	1	0.00333333	7.02728e+12	0
0.182214	1	1	1	0.00333333	7.02728e+12	0
0.182214	2	2	1	0.00333333	7.02728e+12	0
0.183214	1	1	1	0.00333333	7.02728e+12	0
0.183214	2	2	1	0.00333333	7.02728e+12	0
0.184214	1	1	1	0.00333333	7.02728e+12	0
0.184214	2	2	1	0.00333333	7.02728e+12	0
0.185214	1	1	1	0.00333333	7.02728e+12	0
0.185214	2	2	1	0.00333333	7.02728e+12	0
0.186214	1	1	1	0.00333333	7.02728e+12	0
0.186214	2	2	1	0.00333333	7.02728e+12	0
0.187214	1	1	1	0.00333333	7.02728e+12	0
0.187214	2	2	1	0.00333333	7.02728e+12	0
0.188214	1	1	1	0.00333333	7.02728e+12	0
0.188214	2	2	1	0.00333333	7.02728e+12	0
0.189214	1	1	1	0.00333333	7.02728e+12	0
0.189214	2	2	1	0.00333333	7.02728e+12	0
0.190214	1	1	1	0.00333333	7.02728e+12	0
0.190214	2	2	1	0.00333333	7.02728e+12	0
0.191214	1	1	1	0.00333333	7.02728e+12	0
0.191214	2	2	1	0.00333333	7.02728e+12	0
0.192214	1	1	1	0.00333333	7.02728e+12	0
0.192214	2	2	1	0.00333333	7.02728e+12	0
0.193214	1	1	1	0.00333333	7.02728e+12	0
0.193214	2	2	1	0.00333333	7.02728e+12	0
0.194214	1	1	1	0.00333333	7.02728e+12	0
0.194214	2	2	1	0.00333333	7.02728e+12	0
0.195214	1	1	1	0.00333333	7.02728e+12	0
0.195214	2	2	1	0.00333333	7.02728e+12	0
0.196214	1	1	1	0.00333333	7.02728e+12	0
0.196214	2	2	1	0.00333333	7.02728e+12	0
0.197214	1	1	1	0.00333333	7.02728e+12	0
0.197214	2	2	1	0.00333333	7.02728e+12	0
0.198214	1	1	1	0.00333333	7.02728e+12	0
0.198214	2	2	1	0.00333333	7.02728e+12	0
0.199214	1	1	1	0.00333333	7.02728e+12	0
0.199214	2	2	1	0.00333333	7.02728e+12	0
0.200214	1	1	1	0.00333333	7.02728e+12	0
0.200214	2	2	1	0.00333333	7.02728e+12	0
0.201214	1	1	1	0.00333333	7.02728e+12	0
0.201214	2	2	1	0.00333333	7.02728e+12	0
0.202214	1	1	1	0.00333333	7.02728e+12	0
0.202214	2	2	1	0.00333333	7.02728e+12	0
0.203214	1	1	1	0.00333333	7.02728e+12	0
0.203214	2	2	1	0.00333333	7.02728e+12	0
0.204214	1	1	1	0.00333333	7.02728e+12	0
0.204214	2	2	1	0.00333333	7.02728e+12	0
0.205214	1	1	1	0.00333333	7.02728e+12	0
0.205214	2	2	1	0.00333333	7.02728e+12	0
0.206214	1	1	1	0.00333333	7.02728e+12	0
0.206214	2	2	1	0.00333333	7.02728e+12	0
0.207214	1	1	1	0.00333333	7.02728e+12	0
0.207214	2	2	1	0.00333333	7.02728e+12	0
0.208214	1	1	1	0.00333333	7.02728e+12	0
0.208214	2	2	1	0.00333333	7.02728e+12	0
0.209214	1	1	1	0.00333333	7.02728e+12	0
0.209214	2	2	1	0.00333333	7.02728e+12	0
0.210214	1	1	1	0.00333333	7.02728e+12	0
0.210214	2	2	1	0.00333333	7.02728e+12	0
0.211214	1	1	1	0.00333333	7.02728e+12	0
0.211214	2	2	1	0.00333333	7.02728e+12	0
0.212214	1	1	1	0.00333333	7.02728e+12	0
0.212214	2	2	1	0.00333333	7.02728e+12	0
0.213214	1	1	1	0.00333333	7.02728e+12	0
0.213214	2	2	1	0.00333333	7.02728e+12	0
0.214214	1	1	1	0.00333333	7.02728e+12	0
0.214214	2	2	1	0.00333333	7.02728e+12	0
0.215214	1	1	1	0.00333333	7.02728e+12	0
0.215214	2	2	1	0.00333333	7.02728e+12	0
0.216214	1	1	1	0.00333333	7.02728e+12	0
0.216214	2	2	1	0.00333333	7.02728e+12	0
0.217214	1	1	1	0.00333333	7.02728e+12	0
0.217214	2	2	1	0.00333333	7.02728e+12	0
0.218214	1	1	1	0.00333333	7.02728e+12	0
0.218214	2	2	1	0.00333333	7.02728e+12	0
0.219214	1	1	1	0.00333333	7.02728e+12	0
0.219214	2	2	1	0.00333333	7.02728e+12	0
0.220214	1	1	1	0.00333333	7.02728e+12	0
0.220214	2	2	1	0.00333333	7.02728e+12	0
0.221214	1	1	1	0.00333333	7.02728e+12	0
0.221214	2	2	1	0.00333333	7.02728e+12	0
0.222214	1	1	1	0.00333333	7.02728e+12	0
0.222214	2	2	1	0.00333333	7.02728e+12	0
0.223214	1	1	1	0.00333333	7.02728e+12	0
0.223214	2	2	1	0.00333333	7.02728e+12	0
0.224214	1	1	1	0.00333333	2.84283e+07	0
0.224214	2	2	1	0.00333333	2.84283e+07	0
0.225214	1	1	1	0.00333333	2.84283e+07	0
0.225214	2	2	1	0.00333333	2.84283e+07	0
0.226214	1	1	1	0.00333333	7.02728e+12	0
0.226214	2	2	1	0.00333333	7.02728e+12	0
0.227214	1	1	1	0.00333333	7.02728e+12	0
0.227214	2	2	1	0.00333333	7.02728e+12	0
0.228214	1	1	1	0.00333333	7.02728e+12	0
0.228214	2	2	1	0.00333333	7.02728e+12	0
0.229214	1	1	1	0.00333333	7.02728e+12	0
0.229214	2	2	1	0.00333333	7.02728e+12	0
0.230214	1	1	1	0.00333333	7.02728e+12	0
0.230214	2	2	1	0.00333333	7.02728e+12	0
0.231214	1	1	1	0.00333333	7.02728e+12	0
0.231214	2	2	1	0.00333333	7.02728e+12	0
0.232214	1	1	1	0.00333333	7.02728e+12	0
0.232214	2	2	1	0.00333333	7.02728e+12	0
0.233214	1	1	1	0.00333333	7.02728e+12	0
0.233214	2	2	1	0.00333333	7.02728e+12	0
0.234214	1	1	1	0.00333333	7.02728e+12	0
0.234214	2	2	1	0.00333333	7.02728e+12	0
0.235214	1	1	1	0.00333333	7.02728e+12	0
0.235214	2	2	1	0.00333333	7.02728e+12	0
0.236214	1	1	1	0.00333333	7.02728e+12	0
0.236214	2	2	1	0.00333333	7.02728e+12	0
0.237214	1	1	1	0.00333333	7.02728e+12	0
0.237214	2	2	1	0.00333333	7.02728e+12	0
0.238214	1	1	1	0.00333333	7.02728e+12	0
0.238214	2	2	1	0.00333333	7.02728e+12	0
0.239214	1	1	1	0.00333333	7.02728e+12	0
0.239214	2	2	1	0.00333333	7.02728e+12	0
0.240214	1	1	1	0.00333333	7.02728e+12	0
0.240214	2	2	1	0.00333333	7.02728e+12	0
0.241214	1	1	1	0.00333333	7.02728e+12	0
0.241214	2	2	1	0.00333333	7.02728e+12	0
0.242214	1	1	1	0.00333333	7.02728e+12	0
0.242214	2	2	1	0.00333333	7.02728e+12	0
0.243214	1	1	1	0.00333333	7.02728e+12	0
0.243214	2	2	1	0.00333333	7.02728e+12	0
0.244214	1	1	1	0.00333333	7.02728e+12	0
0.244214	2	2	1	0.00333333	7.02728e+12	0
0.245214	1	1	1	0.00333333	7.02728e+12	0
0.245214	2	2	1	0.00333333	7.02728e+12	0
0.246214	1	1	1	0.00333333	7.02728e+12	0
0.246214	2	2	1	0.00333333	7.02728e+12	0
0.247214	1	1	1	0.00333333	7.02728e+12	0
0.247214	2	2	1	0.00333333	7.02728e+12	0
0.248214	1	1	1	0.00333333	7.02728e+12	0
0.248214	2	2	1	0.00333333	7.02728e+12	0
0.249214	1	1	1	0.00333333	7.02728e+12	0
0.249214	2	2	1	0.00333333	7.02728e+12	0
0.250214	1	1	1	0.00333333	7.02728e+12	0
0.250214	2	2	1	0.00333333	7.02728e+12	0
0.251214	1	1	1	0.00333333	7.02728e+12	0
0.251214	2	2	1	0.00333333	7.02728e+12	0
0.252214	1	1	1	0.00333333	7.02728e+12	0
0.252214	2	2	1	0.00333333	7.02728e+12	0
0.253214	1	1	1	0.00333333	7.02728e+12	0
0.253214	2	2	1	0.00333333	7.02728e+12	0
